"","AUC"
"X10745",0.9375
"X10747",0.7265625
"X10761",0.640625
"X10773",0.5
"X10799",0.78125
"X10800",0.66015625
"X10810",0.66796875
"X10813",0.58984375
"X10817",0.5625
"X10822",0.73046875
"X10824",0.578125
"X10826",0.6484375
"X10830",0.70703125
"X10847",0.63671875
"X10866",0.609375
"X10896",0.96484375
"X10912",0.55078125
"X10917",0.65234375
"X10922",1
"X10926",0.7109375
"X10930",0.83984375
"X10931",0.86328125
"X10937",0.6484375
"X10942",0.73828125
"X10944",1
"X10959",0.6484375
"X10999",0.59375
"X11021",0.68359375
"X11031",0.87890625
"X11035",0.50390625
"X11040",0.68359375
"X11074",0.50390625
"X11077",0.5390625
"X11110",0.5703125
"X11119",0.5
"X11140",0.9609375
"X11142",0.80859375
"X11169",0.6015625
"X11173",0.5859375
"X11186",0.6171875
"X11188",0.72265625
"X11190",0.515625
"X11212",0.546875
"X11225",0.6640625
"X11230",0.63671875
"X11258",0.55078125
"X11259",0.9765625
"X11282",0.5234375
"X11298",0.63671875
"X11331",0.54296875
"X11334",0.74609375
"X11342",0.65234375
"X11378",0.62890625
"X11383",0.98828125
"X11384",0.62890625
"X11392",0.53515625
"X11395",0.56640625
"X11397",0.89453125
"X11399",0.75
"X11401",0.5859375
"X11406",0.62890625
"X11411",0.640625
"X11433",0.625
"X11452",0.58203125
"X11490",0.796875
"X11491",0.95703125
"X11492",0.5078125
"X11493",0.66796875
"X11494",0.64453125
"X11501",0.78125
"X11503",0.6015625
"X11505",0.57421875
"X11545",0.58984375
"X11553",0.91015625
"X11566",0.5078125
"X11567",0.59765625
"X11574",0.51171875
"X11581",0.58984375
"X11584",0.52734375
"X11587",0.51171875
"X11591",0.53515625
"X11592",0.5234375
"X11594",0.859375
"X11600",0.5703125
"X11616",0.55859375
"X11644",0.89453125
"X11647",0.765625
"X11648",0.55078125
"X11660",0.6171875
"X11661",0.55859375
"X11666",0.609375
"X11668",0.68359375
"X11679",0.625
"X11703",0.5859375
"X11709",0.53515625
"X11712",0.59375
"X11726",0.57421875
"X11758",0.5078125
"X11783",0.7265625
"X11796",0.9453125
"X11812",0.73046875
"X11814",0.60546875
"X11817",0.59375
"X11821",0.73046875
"X11827",0.5390625
"X11873",0.5625
"X11880",0.73046875
"X11895",0.6953125
"X11896",0.68359375
"X11897",0.625
"X11899",0.9375
"X11900",0.7265625
"X11904",0.515625
"X11906",0.76953125
"X11911",0.56640625
"X11927",0.60546875
"X11954",0.74609375
"X11962",0.53515625
"X11970",0.76171875
"X11981",0.62890625
"X11983",0.53125
"X11998",0.98828125
"X12002",0.7734375
"X12007",0.546875
"X12009",0.6640625
"X12012",0.62109375
"X12030",0.5390625
"X12031",0.68359375
"X12072",0.5234375
"X12075",0.73828125
"X12082",0.546875
"X12095",0.54296875
"X12098",0.50390625
"X12099",0.66015625
"X12172",0.54296875
"X12174",0.578125
"X12178",0.58203125
"X12180",0.6015625
"X12224",0.82421875
"X12246",0.81640625
"X12249",0.578125
"X12252",0.63671875
"X12257",0.64453125
"X12263",0.53515625
"X12265",0.55078125
"X12266",0.51171875
"X12270",1
"X12274",0.53125
"X12291",0.6171875
"X12318",0.515625
"X12327",0.64453125
"X12336",0.62890625
"X12350",0.61328125
"X12351",0.53515625
"X12362",0.6328125
"X12381",0.51171875
"X12388",0.51953125
"X12415",0.62890625
"X12434",0.6484375
"X12441",0.59765625
"X12447",0.9765625
"X12449",0.578125
"X12459",0.5625
"X12460",0.609375
"X12492",0.5234375
"X12500",0.515625
"X12528",0.625
"X12537",0.890625
"X12543",0.55078125
"X12597",0.6328125
"X12600",0.546875
"X12605",0.67578125
"X12607",0.875
"X12616",0.68359375
"X12618",0.5859375
"X12619",0.86328125
"X12621",0.6015625
"X12622",0.89453125
"X12623",0.87109375
"X12624",0.9375
"X12626",0.98046875
"X12630",0.52734375
"X12636",0.55078125
"X12639",0.64453125
"X12646",0.859375
"X12681",0.5625
"X12704",0.5390625
"X12707",0.6953125
"X12710",1
"X12721",0.58984375
"X12723",0.69140625
"X12726",0.55078125
"X12737",0.796875
"X12738",0.5
"X12743",0.62890625
"X12766",0.71484375
"X12778",0.5390625
"X12806",0.53515625
"X12812",0.74609375
"X12821",0.8046875
"X12835",0.84765625
"X12883",0.55078125
"X12886",0.62890625
"X12887",0.515625
"X12889",0.52734375
"X12904",0.77734375
"X12912",0.57421875
"X12914",0.578125
"X12964",0.578125
"X12991",0.5078125
"X12994",0.73046875
"X12997",0.6875
"X13000",0.5859375
"X13019",1
"X13054",0.546875
"X13076",0.9296875
"X13078",0.71484375
"X13088",0.9296875
"X13089",0.6015625
"X13093",0.64453125
"X13100",0.515625
"X13115",0.64453125
"X13116",0.87109375
"X13127",0.73828125
"X13161",0.703125
"X13167",0.60546875
"X13191",0.671875
"X13193",0.5078125
"X13222",0.5234375
"X13225",0.60546875
"X13236",0.70703125
"X13248",0.71484375
"X13253",0.625
"X13254",0.875
"X13255",0.84765625
"X13257",0.7890625
"X13259",0.54296875
"X13275",0.52734375
"X13285",0.91796875
"X13286",0.640625
"X13294",0.94140625
"X13337",0.5234375
"X13348",0.50390625
"X13353",0.62109375
"X13360",0.69140625
"X13361",0.58203125
"X13365",0.546875
"X13431",0.5703125
"X13441",1
"X13447",0.7421875
"X13449",0.5625
"X13451",0.5078125
"X13456",0.5625
"X13487",1
"X13513",0.53515625
"X13520",0.51953125
"X13521",0.515625
"X13538",0.57421875
"X13545",0.875
"X13577",0.58984375
"X13609",0.5234375
"X13622",0.6015625
"X13623",0.5546875
"X13626",0.7890625
"X13664",0.62109375
"X13674",0.74609375
"X13676",0.62890625
"X13681",0.7421875
"X13704",0.578125
"X13707",0.9453125
"X13720",0.68359375
"X13734",0.62109375
"X13740",0.63671875
"X13744",0.5390625
"X13747",0.54296875
"X13750",0.6015625
"X13753",0.7109375
"X13757",0.55859375
"X13768",0.5078125
"X13773",0.7578125
"X13778",0.7265625
"X13797",0.734375
"X13798",0.6796875
"X13832",0.6015625
"X13833",0.5078125
"X13868",0.6875
"X13870",0.73828125
"X13874",1
"X13885",0.75
"X13886",0.5390625
"X13899",0.5703125
"X13916",0.6015625
"X13935",0.6015625
"X13944",0.75390625
"X13946",0.72265625
"X13951",0.64453125
"X13958",0.8359375
"X13959",0.5078125
"X13961",0.51953125
"X13962",0.56640625
"X13969",0.55859375
"X13970",0.62109375
"X13980",0.51171875
"X14044",0.54296875
"X14051",0.7265625
"X14057",0.8359375
"X14083",0.5078125
"X14086",0.53515625
"X14094",0.55859375
"X14101",0.7109375
"X14118",0.51953125
"X14125",0.921875
"X14126",0.60546875
"X14127",0.953125
"X14146",0.5390625
"X14169",0.703125
"X14176",0.6328125
"X14177",0.59765625
"X14184",0.5703125
"X14185",0.57421875
"X14193",0.6796875
"X14199",0.8125
"X14212",0.546875
"X14213",0.640625
"X14214",0.6015625
"X14238",0.6484375
"X14241",0.50390625
"X14250",0.5625
"X14259",0.64453125
"X14261",0.5390625
"X14263",0.64453125
"X14265",0.77734375
"X14308",0.51171875
"X14325",0.55859375
"X14379",0.54296875
"X14382",0.734375
"X14383",0.6875
"X14395",0.5859375
"X14397",0.5390625
"X14407",0.66015625
"X14416",0.63671875
"X14419",0.5546875
"X14442",0.75390625
"X14467",0.5390625
"X14475",0.62109375
"X14477",0.734375
"X14482",0.61328125
"X14484",0.6953125
"X14494",0.90625
"X14498",0.5078125
"X14501",0.859375
"X14508",0.70703125
"X14523",0.625
"X14536",0.5078125
"X14546",0.9765625
"X14547",0.58203125
"X14554",0.609375
"X14557",0.76953125
"X14558",0.86328125
"X14567",0.7734375
"X14571",0.5078125
"X14572",0.578125
"X14578",0.84765625
"X14604",0.546875
"X14618",0.5
"X14625",0.7578125
"X14643",0.78125
"X14647",0.6328125
"X14654",0.55078125
"X14656",0.5078125
"X14659",0.5234375
"X14670",0.76171875
"X14709",0.5625
"X14722",0.51171875
"X14727",0.57421875
"X14730",0.70703125
"X14736",0.515625
"X14737",0.546875
"X14742",1
"X14756",0.76953125
"X14760",0.515625
"X14767",0.64453125
"X14789",0.72265625
"X14799",0.56640625
"X14802",0.7109375
"X14805",0.5859375
"X14816",0.59765625
"X14817",0.5859375
"X14818",0.515625
"X14881",0.50390625
"X14885",0.7109375
"X14887",0.6328125
"X14911",0.765625
"X14919",0.52734375
"X14928",0.90625
"X14933",0.87890625
"X14945",0.62890625
"X14957",0.5078125
"X14959",0.61328125
"X14975",1
"X15005",0.59765625
"X15019",0.6875
"X15020",0.6171875
"X15022",0.5
"X15029",0.51953125
"X15030",0.6875
"X15034",0.5078125
"X15059",0.6875
"X15068",0.671875
"X15086",0.51953125
"X15102",0.625
"X15114",0.55078125
"X15116",0.6875
"X15117",0.64453125
"X15118",0.8515625
"X15165",0.67578125
"X15166",0.625
"X15176",0.5859375
"X15180",0.67578125
"X15181",0.66015625
"X15184",0.53125
"X15223",0.60546875
"X15239",0.671875
"X15240",0.6484375
"X15245",0.53515625
"X15251",0.64453125
"X15256",0.78125
"X15257",0.97265625
"X15259",0.5
"X15280",0.546875
"X15300",0.6796875
"X15305",0.91796875
"X15306",0.58984375
"X15318",0.87890625
"X15324",0.61328125
"X15334",0.71484375
"X15335",0.5546875
"X15373",0.89453125
"X15376",0.62890625
"X15377",0.85546875
"X15388",0.64453125
"X15400",0.57421875
"X15428",0.515625
"X15438",0.6875
"X15440",0.5078125
"X15450",1
"X15458",0.5703125
"X15466",0.6484375
"X15467",0.50390625
"X15468",0.578125
"X15527",0.51171875
"X15541",0.51171875
"X15543",0.609375
"X15564",0.515625
"X15567",0.60546875
"X15573",0.54296875
"X15582",0.55078125
"X15593",0.5859375
"X15602",0.7109375
"X15609",0.54296875
"X15614",0.59375
"X15625",0.6015625
"X15638",0.51953125
"X15642",0.671875
"X15655",0.5234375
"X15672",0.61328125
"X15677",0.51953125
"X15683",0.57421875
"X15710",0.55078125
"X15714",0.5390625
"X15718",0.5390625
"X15725",0.76171875
"X15729",0.5078125
"X15732",0.72265625
"X15733",0.65625
"X15740",0.5234375
"X15752",0.7578125
"X15765",0.640625
"X15782",0.578125
"X15788",0.53515625
"X15798",0.79296875
"X15805",0.52734375
"X15809",0.8203125
"X15810",0.8515625
"X15816",0.640625
"X15826",0.53515625
"X15830",0.55078125
"X15837",0.60546875
"X15852",0.765625
"X15861",0.55859375
"X15865",0.57421875
"X15867",0.67578125
"X15872",1
"X15883",0.59375
"X15885",0.55859375
"X15888",0.546875
"X15892",0.6015625
"X15893",0.53125
"X15898",0.5390625
"X15943",0.71875
"X15945",0.515625
"X15949",0.53125
"X15962",0.5546875
"X15966",0.546875
"X15973",1
"X16005",0.54296875
"X16036",0.67578125
"X16039",0.6484375
"X16040",0.50390625
"X16041",0.5703125
"X16083",0.5625
"X16089",0.51171875
"X16091",0.515625
"X16107",0.5703125
"X16110",0.515625
"X16136",0.50390625
"X16150",0.546875
"X16155",0.58203125
"X16163",0.96484375
"X16164",0.69140625
"X16168",0.5546875
"X16169",0.50390625
"X16171",0.5234375
"X16173",0.9453125
"X16205",0.8125
"X16212",0.5703125
"X16223",0.90625
"X16224",0.63671875
"X16227",0.51171875
"X16234",0.9453125
"X16292",0.80859375
"X16293",0.96875
"X16308",0.53125
"X16310",0.88671875
"X16326",0.5859375
"X16347",1
"X16354",0.796875
"X16358",0.55859375
"X16368",0.60546875
"X16369",0.56640625
"X16370",0.5234375
"X16409",0.51953125
"X16410",0.57421875
"X16411",0.55859375
"X16423",0.5546875
"X16424",0.54296875
"X16428",0.97265625
"X16431",0.7109375
"X16432",0.58984375
"X16437",0.97265625
"X16465",0.96875
"X16489",0.6328125
"X16497",0.50390625
"X16509",0.703125
"X16510",0.5546875
"X16521",0.515625
"X16522",0.5
"X16528",0.99609375
"X16536",0.54296875
"X16539",0.625
"X16569",0.5625
"X16575",0.60546875
"X16599",0.6015625
"X16638",0.50390625
"X16643",0.52734375
"X16648",0.578125
"X16655",0.8203125
"X16662",0.51171875
"X16667",0.6953125
"X16694",0.75390625
"X16699",0.56640625
"X16703",0.5859375
"X16713",0.73046875
"X16721",0.5703125
"X16723",0.60546875
"X16724",0.56640625
"X16731",0.83203125
"X16734",0.58984375
"X16776",0.5703125
"X16783",0.52734375
"X16794",0.5234375
"X16797",0.6171875
"X16846",0.83984375
"X16847",0.70703125
"X16849",0.86328125
"X16862",0.7890625
"X16865",0.6640625
"X16867",0.546875
"X16879",0.59765625
"X16900",0.515625
"X16904",0.609375
"X16910",0.71484375
"X16925",0.5078125
"X16926",0.5078125
"X16950",0.578125
"X16951",0.78515625
"X16958",0.59765625
"X16965",0.59765625
"X16972",0.65625
"X16983",0.72265625
"X16985",0.63671875
"X16994",0.55078125
"X16995",0.59765625
"X16996",0.53125
"X16999",0.61328125
"X17000",0.84375
"X17032",0.60546875
"X17036",0.55859375
"X17042",0.578125
"X17043",0.5390625
"X17049",0.96484375
"X17058",0.52734375
"X17062",0.84375
"X17066",0.53515625
"X17081",0.55078125
"X17113",0.98828125
"X17116",0.98828125
"X17121",0.734375
"X17129",0.82421875
"X17139",0.57421875
"X17140",0.578125
"X17145",0.53125
"X17177",0.546875
"X17181",0.5234375
"X17188",0.640625
"X17213",0.6484375
"X17228",0.62109375
"X17232",0.7578125
"X17235",0.5546875
"X17239",0.60546875
"X17240",0.984375
"X17264",0.8984375
"X17282",0.62109375
"X17292",0.90234375
"X17294",0.72265625
"X17311",0.54296875
"X17330",0.5234375
"X17342",0.55859375
"X17345",0.625
"X17349",0.53515625
"X17360",0.6171875
"X17381",0.5390625
"X17385",0.64453125
"X17403",0.53515625
"X17408",0.7890625
"X17409",0.5078125
"X17410",0.859375
"X17412",0.53515625
"X17416",0.54296875
"X17432",0.734375
"X17457",0.625
"X17461",0.80078125
"X17466",0.52734375
"X17469",0.609375
"X17471",0.61328125
"X17512",0.53515625
"X17518",0.5625
"X17535",0.64453125
"X17538",0.5859375
"X17539",0.6328125
"X17541",0.59765625
"X17551",0.7578125
"X17576",0.58203125
"X17641",0.71875
"X17681",0.64453125
"X17685",0.609375
"X17686",0.59375
"X17688",0.73046875
"X17691",0.6484375
"X17697",0.96484375
"X17706",0.5078125
"X17722",0.5390625
"X17723",0.7421875
"X17724",0.58203125
"X17726",0.58203125
"X17741",0.578125
"X17745",0.96875
"X17747",0.546875
"X17759",0.52734375
"X17778",0.72265625
"X17785",0.53515625
"X17790",0.63671875
"X17793",0.65625
"X17795",0.5078125
"X17799",0.99609375
"X17800",0.5078125
"X17805",0.515625
"X17815",0.76953125
"X17816",1
"X17829",0.53515625
"X17861",0.9296875
"X17866",0.55859375
"X17867",0.56640625
"X17868",0.5390625
"X17872",0.5625
"X17878",0.5390625
"X17879",0.546875
"X17885",0.5859375
"X17911",0.6875
"X17918",0.63671875
"X17926",0.57421875
"X17941",0.7421875
"X17947",0.5546875
"X17953",0.64453125
"X17955",0.63671875
"X17972",0.66015625
"X17988",0.5546875
"X17996",0.89453125
"X18001",0.5078125
"X18015",0.66796875
"X18032",0.546875
"X18036",0.77734375
"X18040",0.63671875
"X18044",0.515625
"X18051",0.50390625
"X18057",0.71875
"X18059",1
"X18062",0.53515625
"X18075",0.69921875
"X18128",0.51953125
"X18129",0.83984375
"X18161",0.609375
"X18169",0.68359375
"X18172",0.5546875
"X18185",0.5625
"X18197",0.98046875
"X18220",0.5703125
"X18230",0.5703125
"X18266",0.71484375
"X18268",0.70703125
"X18271",0.51171875
"X18335",0.5625
"X18356",0.5546875
"X18359",0.59765625
"X18368",0.68359375
"X18369",0.5625
"X18374",0.5390625
"X18380",0.54296875
"X18385",0.55078125
"X18386",0.546875
"X18387",0.703125
"X18426",0.69140625
"X18446",0.671875
"X18447",0.66796875
"X18476",0.51953125
"X18485",0.6015625
"X18487",0.53125
"X18495",0.82421875
"X18506",0.5390625
"X18520",0.62109375
"X18533",0.55078125
"X18543",0.53515625
"X18555",0.6015625
"X18556",0.55859375
"X18574",0.5625
"X18603",0.828125
"X18615",0.51953125
"X18619",0.546875
"X18653",1
"X18664",0.81640625
"X18667",0.5546875
"X18700",0.53515625
"X18704",0.65625
"X18705",0.8046875
"X18709",0.70703125
"X18749",0.5234375
"X18754",0.53125
"X18756",0.50390625
"X18757",0.58984375
"X18758",0.7734375
"X18762",0.75
"X18765",0.640625
"X18771",0.6875
"X18779",0.578125
"X18802",0.6796875
"X18803",0.74609375
"X18820",0.5078125
"X18824",0.94921875
"X18825",0.61328125
"X18828",0.94140625
"X18858",0.92578125
"X18871",0.72265625
"X18875",0.7109375
"X18877",0.70703125
"X18883",0.59765625
"X18890",0.59375
"X18892",0.62890625
"X18915",0.5703125
"X18926",0.5703125
"X18930",0.5546875
"X18936",0.6875
"X18950",0.6015625
"X18967",0.53515625
"X18972",0.62890625
"X18976",0.65625
"X18982",0.5546875
"X19028",0.76953125
"X19043",0.5078125
"X19044",0.6484375
"X19052",0.546875
"X19063",0.5625
"X19089",1
"X19090",0.56640625
"X19091",0.625
"X19129",0.7890625
"X19146",0.58203125
"X19149",0.55078125
"X19177",0.56640625
"X19180",0.58203125
"X19187",0.59375
"X19194",0.67578125
"X19220",0.703125
"X19222",0.71875
"X19234",0.5234375
"X19237",0.5625
"X19238",0.79296875
"X19255",0.546875
"X19294",0.6953125
"X19295",0.828125
"X19297",0.80078125
"X19315",0.7109375
"X19322",0.5625
"X19323",0.5703125
"X19328",0.83984375
"X19334",0.609375
"X19336",0.625
"X19338",0.5703125
"X19345",0.60546875
"X19346",0.515625
"X19357",0.51171875
"X19360",0.99609375
"X19395",0.99609375
"X19403",0.5703125
"X19405",0.5859375
"X19406",0.609375
"X19417",0.6328125
"X19442",0.50390625
"X19443",0.75390625
"X19447",0.57421875
"X19451",0.5625
"X19462",0.51953125
"X19466",0.81640625
"X19486",0.65234375
"X19532",0.6171875
"X19548",0.86328125
"X19575",1
"X19594",0.52734375
"X19596",0.61328125
"X19599",0.5625
"X19604",0.5078125
"X19667",0.55859375
"X19682",0.83984375
"X19689",0.57421875
"X19709",0.51953125
"X19713",0.57421875
"X19725",0.578125
"X19738",0.54296875
"X19739",0.6171875
"X19743",0.67578125
"X19754",0.8046875
"X19787",0.546875
"X19788",0.58203125
"X19789",0.50390625
"X19801",0.5234375
"X19803",0.515625
"X19814",0.8515625
"X19817",0.5703125
"X19854",0.67578125
"X19886",0.58984375
"X19899",0.55078125
"X19903",0.72265625
"X19912",0.734375
"X19914",0.6171875
"X19934",0.53125
"X19949",0.73046875
"X19953",0.6171875
"X19954",0.515625
"X19980",0.58984375
"X20019",0.61328125
"X20026",0.58984375
"X20055",0.69921875
"X20077",0.66796875
"X20089",0.953125
"X20099",0.53515625
"X20115",0.74609375
"X20121",0.53515625
"X20154",0.6015625
"X20165",0.5625
"X20195",0.6328125
"X20200",0.51171875
"X20206",0.5546875
"X20221",0.5859375
"X20223",0.51171875
"X20255",0.71875
"X20258",0.7265625
"X20264",0.625
"X20266",0.61328125
"X20272",0.51953125
"X20276",0.6875
"X20296",0.5078125
"X20329",0.6875
"X20358",0.671875
"X20363",0.53515625
"X20368",0.6484375
"X20372",0.5078125
"X20382",0.515625
"X20386",0.5078125
"X20393",0.57421875
"X20402",0.55859375
"X20409",0.9921875
"X20412",0.53515625
"X20432",0.59765625
"X20433",0.5625
"X20448",0.50390625
"X20461",0.6640625
"X20479",0.51953125
"X20493",0.7109375
"X20512",0.57421875
"X20530",0.6953125
"X20536",0.84765625
"X20557",0.5390625
"X20563",0.6015625
"X20571",0.5546875
"X20577",0.70703125
"X20578",0.64453125
"X20597",0.75
"X20608",0.64453125
"X20615",0.59765625
"X20631",1
"X20633",0.59375
"X20636",0.63671875
"X20653",0.70703125
"X20666",0.6953125
"X20689",0.51953125
"X20700",0.52734375
"X20719",0.859375
"X20737",0.62109375
"X20789",0.52734375
"X20798",0.6640625
"X20809",0.7890625
"X20814",0.62109375
"X20848",0.828125
"X20857",0.50390625
"X20872",0.98046875
"X20887",0.75
"X20912",0.8046875
"X20914",0.5234375
"X20922",0.62890625
"X20928",0.53125
"X20943",0.94921875
"X20956",0.640625
"X20957",0.50390625
"X20980",0.6015625
"X20982",0.92578125
"X21002",0.72265625
"X21011",1
"X21012",0.66796875
"X21023",0.796875
"X21029",0.69921875
"X21039",0.5390625
"X21043",0.828125
"X21053",0.828125
"X21063",0.5
"X21080",0.70703125
"X21095",0.80078125
"X21107",0.52734375
"X21146",0.52734375
"X21149",0.51953125
"X21168",0.546875
"X21175",0.7421875
"X21195",0.6171875
"X21200",0.5390625
"X21242",0.60546875
"X21264",0.640625
"X21265",0.54296875
"X21295",0.625
"X21296",0.79296875
"X21313",0.515625
"X21314",0.6328125
"X21335",1
"X21344",0.9140625
"X21356",0.55859375
"X21376",0.59375
"X21379",0.53515625
"X21386",0.51953125
"X21407",0.69140625
"X21411",0.9453125
"X21412",0.59765625
"X21415",0.640625
"X21416",0.57421875
"X21429",1
"X21441",0.55078125
"X21449",0.62109375
"X21453",0.68359375
"X21491",0.8828125
"X21545",0.53125
"X21577",0.64453125
"X21624",0.55078125
"X21662",0.54296875
"X21680",0.7421875
"X21685",0.5625
"X21687",0.65625
"X21719",0.5390625
"X21734",0.5390625
"X21736",0.7265625
"X21749",0.703125
"X21750",0.62109375
"X21768",0.953125
"X21793",0.671875
"X21814",0.65234375
"X21840",0.75
"X21947",0.51953125
"X21956",0.61328125
"X21970",0.51171875
"X21986",1
"X21997",0.5390625
"X21998",0.60546875
"X22014",0.57421875
"X22080",0.59375
"X22125",0.57421875
"X22139",0.70703125
"X22170",0.6484375
"X22193",0.89453125
"X22217",0.58984375
"X22222",0.5703125
"X22244",0.5078125
"X22286",0.70703125
"X22293",0.6484375
"X22318",0.765625
"X22321",0.6640625
"X22356",0.55859375
"X22380",0.5390625
"X22486",0.5390625
"X22490",0.953125
"X22533",0.62109375
"X22544",0.65625
"X22615",0.69140625
"X22623",0.515625
"X22638",0.63671875
"X22643",1
"X22660",0.51953125
"X22746",0.51953125
"X22828",0.69140625
"X22971",0.97265625
"X22978",0.56640625
"X23069",0.6875
"X23124",0.8984375
"X23178",0.5390625
"X23193",0.59765625
"X23239",0.5078125
"X23314",0.5078125
"X23318",0.9921875
"X23360",0.79296875
"X23381",0.67578125
"X23382",0.94921875
"X23402",0.578125
"X23436",0.65234375
"X23541",0.5625
"X23603",0.58984375
"X23640",0.65234375
"X23700",0.63671875
"X23734",0.66796875
"X23778",0.6015625
"X23844",0.68359375
"X23897",0.5546875
"X23933",0.5703125
"X23972",0.61328125
"X23987",0.58203125
"X24023",0.5
"X24060",0.515625
"X24141",0.55859375
"X24175",0.67578125
"X24293",0.6875
"X24294",0.55859375
"X24326",0.50390625
"X24366",0.72265625
